Data Year,ID,Property Name,Address,ZIP Code,Community Area,Primary Property Type,Gross Floor Area - Buildings (sq ft),Year Built,# of Buildings,ENERGY STAR Score,Electricity Use (kBtu),Natural Gas Use (kBtu),District Steam Use (kBtu),District Chilled Water Use (kBtu),All Other Fuel Use (kBtu),Site EUI (kBtu/sq ft),Source EUI (kBtu/sq ft),Weather Normalized Site EUI (kBtu/sq ft),Weather Normalized Source EUI (kBtu/sq ft),Total GHG Emissions (Metric Tons CO2e),GHG Intensity (kg CO2e/sq ft),Latitude,Longitude,Location
2015,251399,Park Manor E-CPS,7037 S Rhodes Ave,60637,GREATER GRAND CROSSING,K-12 School,62706,1913,1,13,1851835,7097314,,,,142.69999999999999,211.6,151.9,221.8,749,11.9,41.766785030000001,-87.611313129999999,"(41.766785030000001, -87.611313129999999)"
2015,251568,Vaughn Occup-CPS,4355 N LINDER AVE,60641,PORTAGE PARK,K-12 School,50289,1950,1,70,1852151,1857276,,,,73.8,154.4,74.599999999999994,155,471,9.4,41.960264209999998,-87.764367750000005,"(41.960264209999998, -87.764367750000005)"
2015,251413,Lathrop Elem-CPS,1440 S Christiana Ave,60623,NORTH LAWNDALE,K-12 School,63000,1963,1,82,1853897,2725505,,,,72.7,137.80000000000001,75.599999999999994,140.30000000000001,517,8.199999999999999,41.861143550000001,-87.709686550000001,"(41.861143550000001, -87.709686550000001)"
2015,251585,Bell Element-CPS,3730 N Oakley Ave,60618,NORTH CENTER,K-12 School,112084,1917,1,75,1854467,8607110,,,,93.3,132.6,99.9,140,830,7.4,41.949500899999997,-87.68665584,"(41.949500899999997, -87.68665584)"
2015,251554,James Ward E-CPS,2701 S Shields Ave,60616,ARMOUR SQUARE,K-12 School,85194,1874,1,65,1859712,3589472,,,,64,112.8,67.8,118.1,564,6.6,41.843443829999998,-87.635123910000004,"(41.843443829999998, -87.635123910000004)"
2015,251644,Beaubien Ele-CPS,5025 N Laramie Ave,60630,JEFFERSON PARK,K-12 School,117451,1904,1,70,1860064,6952834,,,,75,111.9,76.2,113.2,743,6.3,41.972097349999999,-87.756916399999994,"(41.972097349999999, -87.756916399999994)"
2015,250018,Douglas Park,1401 South Sacramento,60622,NORTH LAWNDALE,Other - Recreation,57379,1928,1,,1888389,4317312,,,,108.2,182.3,114,188.5,609,10.6,41.862392900000003,-87.699742529999995,"(41.862392900000003, -87.699742529999995)"
2015,161628,InterAmericn-CPS,851 W Waveland Ave,60613,LAKE VIEW,K-12 School,110443,1915,1,84,1897635,5177376,,,,64.099999999999994,103.2,67.8,107.5,656,5.9,41.948500930000002,-87.651410769999998,"(41.948500930000002, -87.651410769999998)"
2015,251536,Altgeld Elem-CPS,1340 W 71st St,60636,WEST ENGLEWOOD,K-12 School,102616,1905,1,34,1904354,6681062,,,,83.7,126.6,89,132.19999999999999,738,7.2,41.765323709999997,-87.658373240000003,"(41.765323709999997, -87.658373240000003)"
2015,250062,R. J. QUINN ACADEMY (FIRE),558 W. De Koven St.,60607,NEAR WEST SIDE,Adult Education,66285,1970,1,,1906462,3599638,,,,83.1,147.30000000000001,88,152.5,574,8.699999999999999,41.869063930000003,-87.641614250000003,"(41.869063930000003, -87.641614250000003)"
2015,251360,Armour Eleme-CPS,950 W 33rd Place,60608,BRIDGEPORT,K-12 School,112995,2014,1,55,1917681,3234373,,,,45.6,83.3,48.1,86.7,557,4.9,41.834087240000002,-87.650063750000001,"(41.834087240000002, -87.650063750000001)"
2015,252040,Kersten Physics Teaching Center,5720 South Ellis Avenue,60637,HYDE PARK,College/University,59287,1985,1,,1926952,,6511992,1446120,,166.7,258.60000000000002,167.9,260.3,896,15.1,41.79106711,-87.601647119999996,"(41.79106711, -87.601647119999996)"
2015,251580,Gillespie El-CPS,9301 S State St,60619,ROSELAND,K-12 School,91300,1962,1,47,1930354,7201624,,,,100,149.19999999999999,106.1,155.6,770,8.4,41.72471299,-87.623207620000002,"(41.72471299, -87.623207620000002)"
2015,252067,"SV Care (Southview Manor, Inc.)",3311 S. Michigan Ave.,60616,DOUGLAS,Senior Care Community,54931,1976,1,33,1933758,7028212,,,,163.1,244.9,168.5,249.1,762,13.9,41.834166160000002,-87.622940049999997,"(41.834166160000002, -87.622940049999997)"
2015,251617,Budlong Elem-CPS,2701 W Foster Ave,60625,LINCOLN SQUARE,K-12 School,102352,1905,1,86,1938493,4919403,,,,67,109.9,68.599999999999994,111.8,651,6.4,41.97552409,-87.697223010000002,"(41.97552409, -87.697223010000002)"
2015,156373,225 W. Ohio,225 W. Ohio,60654,NEAR NORTH SIDE,Office,60892,1907,1,90,1939381,1217218,,,,51.8,121,53.2,121.8,454,7.5,41.892343160000003,-87.635340549999995,"(41.892343160000003, -87.635340549999995)"
2015,251533,Lozano Eleme-CPS,1501 N Greenview Ave,60642,WEST TOWN,K-12 School,57885,1997,1,46,1953207,3305524,,,,90.8,165.9,95.5,170.7,568,9.800000000000001,41.89983093,-87.657641139999996,"(41.89983093, -87.657641139999996)"
2015,251589,Nobel-CPS,4127 W Hirsch St,60651,HUMBOLDT PARK,K-12 School,75800,1910,1,55,1970591,3809797,,,,76.3,134.4,80.7,139.9,598,7.9,41.90578429,-87.729760040000002,"(41.90578429, -87.729760040000002)"
2015,251557,Lavizzo Elem-CPS,137 W 108th Pl,60628,ROSELAND,K-12 School,83900,1999,1,85,1971801,3041809,,,,59.8,111.9,62.7,115,558,6.6,41.697071000000001,-87.626521999999994,"(41.697071000000001, -87.626521999999994)"
2015,120103,British School,814 W. Eastman,60622,NEAR NORTH SIDE,K-12 School,82901,2007,1,54,1990371,4181985,,,,74.5,128.4,76.8,130.9,622,7.5,41.907456000000003,-87.648584999999997,"(41.907456000000003, -87.648584999999997)"
2015,251792,Saint Sabina Parish,77th Place and Throop Street,60620,AUBURN GRESHAM,Mixed Use Property,157844,1946,5,,1991823,14108606,,,,102,133.5,108.9,140.69999999999999,1150,7.3,41.752000719999998,-87.654946159999994,"(41.752000719999998, -87.654946159999994)"
2015,251329,McCabe Hall,900 W. Belden,60614,LINCOLN PARK,College/University,58406,1977,1,,1993119,7750568,,,,166.8,246.5,177.7,257.89999999999998,812,13.9,41.923971899999998,-87.651547820000005,"(41.923971899999998, -87.651547820000005)"
2015,251616,Hanson Park-CPS,2301 N Central Ave,60639,BELMONT CRAGIN,K-12 School,132816,1959,1,90,1993983,5929589,,,,59.7,94,63.3,98.7,716,5.4,41.922252,-87.765856999999997,"(41.922252, -87.765856999999997)"
2015,251640,Till Emmett-CPS,6543 S CHAMPLAIN AVE,60637,WOODLAWN,K-12 School,134618,1895,1,72,1998872,6660798,,,,64.3,98.6,69.3,104,755,5.6,41.775182819999998,-87.60900298,"(41.775182819999998, -87.60900298)"
2015,252023,CICS Longwood,1309 W. 95th St.,60643,WASHINGTON HEIGHTS,K-12 School,165520,1952,5,55,2001974,18099737,,,,121.4,152.80000000000001,130.19999999999999,162,1364,8.199999999999999,41.721234000000003,-87.655051999999998,"(41.721234000000003, -87.655051999999998)"
2015,251622,Galileo Scho-CPS,820 S Carpenter St,60607,NEAR WEST SIDE,K-12 School,102703,1894,1,57,2002074,5828393,,,,76.2,120.8,81.099999999999994,126.5,712,6.9,41.870844499999997,-87.653743210000002,"(41.870844499999997, -87.653743210000002)"
2015,251227,372 West Ontario Street,372 West Ontario Street,60611,NEAR NORTH SIDE,Office,50078,1910,1,78,2016321,1616465,,,,72.5,160.30000000000001,75,162.30000000000001,491,9.800000000000001,41.893157860000002,-87.638530579999994,"(41.893157860000002, -87.638530579999994)"
2015,251392,Canty Elemen-CPS,3740 N Panama Ave,60634,DUNNING,K-12 School,78615,1936,1,95,2018464,299222,,,,29.5,84.6,29.7,85,421,5.4,41.947932969999997,-87.829722590000003,"(41.947932969999997, -87.829722590000003)"
2015,251612,Otis Element-CPS,525 N Armour St,60622,WEST TOWN,K-12 School,94414,1889,1,62,2027606,6550550,,,,90.9,140.30000000000001,97.1,147.4,755,8,41.891314469999998,-87.6654786,"(41.891314469999998, -87.6654786)"
2015,251334,Seton Hall,2425 N. Sheffield,60614,LINCOLN PARK,College/University,50174,1989,1,,2041543,3905691,,,,118.5,209.5,124.5,215.8,618,12.3,41.924814589999997,-87.653244900000004,"(41.924814589999997, -87.653244900000004)"
2015,251685,Johnson College Prep,6350 S Stewart St,60621,ENGLEWOOD,K-12 School,63816,1963,1,78,2050601,3920743,,,,93.6,165.4,98.6,170.7,620,9.699999999999999,41.77833596,-87.635563289999993,"(41.77833596, -87.635563289999993)"
2015,252034,Center Home For Hispanic Elderly,1401 N. California Ave,60622,WEST TOWN,Senior Care Community,75000,1925,1,,2055678,9818951,,,,158.30000000000001,223.5,164.1,228.8,935,12.5,41.906760460000001,-87.69632541,"(41.906760460000001, -87.69632541)"
2015,161901,Higgins C A-CPS,11710 S Morgan St,60643,WEST PULLMAN,K-12 School,51303,1950,1,31,2059275,2762805,,,,94,182.6,99.1,190.1,561,10.9,41.680917440000002,-87.647444579999998,"(41.680917440000002, -87.647444579999998)"
2015,251480,Morton Eleme-CPS,431 N Troy St,60612,HUMBOLDT PARK,K-12 School,71504,1967,1,78,2068257,,,,,28.9,90.8,29.2,91.6,416,5.8,41.889266849999998,-87.704786089999999,"(41.889266849999998, -87.704786089999999)"
2015,134911,PCC-Chicago Office,643 North Orleans Street,60654,NEAR NORTH SIDE,Office,53623,1986,1,63,2070723,3648236,,,,106.7,192.7,111.1,197.4,610,11.4,41.893652979999999,-87.63707411,"(41.893652979999999, -87.63707411)"
2015,251543,Harvard Elem-CPS,7525 S Harvard Ave,60620,GREATER GRAND CROSSING,K-12 School,80584,1905,1,53,2071768,3341053,,,,67.2,124.3,70.900000000000006,128.80000000000001,594,7.4,41.757471010000003,-87.632282029999999,"(41.757471010000003, -87.632282029999999)"
2015,251735,Pritzker Ele-CPS,2009 W SCHILLER ST,60622,WEST TOWN,K-12 School,66300,1975,1,73,2073698,4003862,,,,91.7,161.6,96.7,167,629,9.5,41.906545780000002,-87.677919549999999,"(41.906545780000002, -87.677919549999999)"
2015,160397,ABLA/Brooks Homes,1324 S. LOOMIS STREET,60608,NEAR WEST SIDE,Multifamily Housing,279510,1997,26,11,2084300,41304402,,,,155.19999999999999,178.6,159.5,183.1,2613,9.300000000000001,41.864699860000002,-87.662165790000003,"(41.864699860000002, -87.662165790000003)"
2015,138872,Windy City Fieldhouse,2367 West Logan Blvd,60647,LOGAN SQUARE,Other - Recreation,58004,1997,1,,2111608,1921000,,,,69.5,149.1,72.400000000000006,151.9,526,9.1,41.928926519999997,-87.687323919999997,"(41.928926519999997, -87.687323919999997)"
2015,251425,Farnsworth E-CPS,5414 N Linder Ave,60630,JEFFERSON PARK,K-12 School,81712,1925,1,81,2112320,2395820,,,,55.2,112,55.9,112.8,552,6.8,41.97997376,-87.766311060000007,"(41.97997376, -87.766311060000007)"
2015,251520,Palmer Eleme-CPS,5501 N Kenneth Ave,60630,ALBANY PARK,K-12 School,91342,1926,1,59,2123801,4250579,,,,69.8,121.9,71,123.3,653,7.1,41.968167000000001,-87.739169000000004,"(41.968167000000001, -87.739169000000004)"
2015,251566,Beidler Elem-CPS,3151 W Walnut St,60612,EAST GARFIELD PARK,K-12 School,86770,1959,1,64,2126068,4120356,,,,72,126.8,75.900000000000006,130.9,646,7.4,41.885131029999997,-87.705316850000003,"(41.885131029999997, -87.705316850000003)"
2015,251423,Ortiz De Dom-CPS,3000 S Lawndale Ave,60623,SOUTH LAWNDALE,K-12 School,63900,1996,1,55,2126987,2088058,,,,66,138.80000000000001,68.8,141.80000000000001,538,8.4,41.838238529999998,-87.717713529999997,"(41.838238529999998, -87.717713529999997)"
2015,251698,Bradwell Art-CPS,7726 S Burnham,60649,SOUTH SHORE,K-12 School,143266,1895,1,77,2129966,6711077,,,,61.7,95.9,65.900000000000006,100.6,784,5.5,41.754475419999999,-87.557379159999996,"(41.754475419999999, -87.557379159999996)"
2015,175992,Halsted Pershing,815 W. Pershing Rd.,60609,NEW CITY,Other,104008,2009,1,,2137908,3529977,,,,54.5,100.2,57.3,103.1,617,5.9,41.822996869999997,-87.647413650000004,"(41.822996869999997, -87.647413650000004)"
2015,251906,Sabin Magnet-CPS,2216 W HIRSCH ST,60622,WEST TOWN,K-12 School,95219,1930,1,69,2158634,4760932,,,,72.7,123.7,77,129,687,7.2,41.907404059999998,-87.682878189999997,"(41.907404059999998, -87.682878189999997)"
2015,132533,"Elston Industrial lofts, Llc",1737-1747 N Elston/ 1430-1454 W Willow,60642,WEST TOWN,Mixed Use Property,58356,1923,1,,2164655,1330106,,,,59.9,140.4,63,146.5,506,8.699999999999999,41.914428389999998,-87.663809850000007,"(41.914428389999998, -87.663809850000007)"
2015,251547,Gallistel La-CPS,10347 S Ewing Ave,60617,EAST SIDE,K-12 School,154192,1910,1,98,2168271,2965030,,,,33.299999999999997,64.3,36.4,68.2,593,3.8,41.706900750000003,-87.534931839999999,"(41.706900750000003, -87.534931839999999)"
2015,251613,SoutHighOccu-CPS,7342 S HOYNE AVE,60636,WEST ENGLEWOOD,K-12 School,54740,1988,1,25,2173491,1515941,,,,67.400000000000006,153.80000000000001,69.400000000000006,155.9,517,9.4,41.75969491,-87.676276759999993,"(41.75969491, -87.676276759999993)"
2015,251466,DvorakMathSc-CPS,3615 W 16th St,60623,NORTH LAWNDALE,K-12 School,69287,1963,1,49,2173537,3668097,,,,84.3,154.1,88.1,157.6,632,9.1,41.858493009999997,-87.715806839999999,"(41.858493009999997, -87.715806839999999)"
2015,251725,Sauganash El-CPS,6040 N KILPATRICK AVE,60646,FOREST GLEN,K-12 School,68612,1936,1,70,2198403,2737705,,,,71.900000000000006,142.5,72.7,143.4,587,8.6,41.991452430000002,-87.746214190000003,"(41.991452430000002, -87.746214190000003)"
2015,251567,PershingWest-CPS,3200 S CALUMET AVE,60644,DOUGLAS,K-12 School,128716,1990,1,68,2212541,5738677,,,,61.8,100.8,65.8,105.3,749,5.8,41.836491530000004,-87.618190830000003,"(41.836491530000004, -87.618190830000003)"
2015,251487,Corkery Elem-CPS,2510 S Kildare Ave,60623,SOUTH LAWNDALE,K-12 School,71668,1911,1,41,2214898,4567440,,,,94.6,164,100.2,170.5,688,9.6,41.845515020000001,-87.732279730000002,"(41.845515020000001, -87.732279730000002)"
2015,251346,650 West Lake Street,650 West Lake Street,60661,NEAR WEST SIDE,Office,53419,1909,1,71,2219564,2336408,,,,85.3,176.4,88.9,179.2,570,10.7,41.886008189999998,-87.644743570000003,"(41.886008189999998, -87.644743570000003)"
2015,251478,Andrew Jacks-CPS,1340 W Harrison St,60607,NEAR WEST SIDE,K-12 School,74135,1989,1,27,2230396,5095659,,,,98.8,166.6,104.8,173,719,9.699999999999999,41.874780299999998,-87.661061630000006,"(41.874780299999998, -87.661061630000006)"
2015,251604,Revere Eleme-CPS,1010 E 72ND ST,60619,GREATER GRAND CROSSING,K-12 School,81610,1903,1,9,2238438,8643330,,,,133.30000000000001,197.3,141.6,206,909,11.1,41.76457079,-87.600307310000005,"(41.76457079, -87.600307310000005)"
2015,251477,Wadsworth-CPS,6420 S UNIVERSITY AVE,60637,WOODLAWN,K-12 School,122095,1920,1,52,2246370,7568546,,,,80.400000000000006,122.9,85.3,128,853,7,41.778431900000001,-87.598202920000006,"(41.778431900000001, -87.598202920000006)"
2015,250037,BrennemannES-CPS,4251 N Clarendon Ave,60613,UPTOWN,K-12 School,53422,1961,1,96,2246506,3897170,,,,115,208.6,121.4,216.4,658,12.3,41.960037610000001,-87.649155469999997,"(41.960037610000001, -87.649155469999997)"
2015,132118,CC Care (Community Care Center),4314 S. Wabash Ave.,60653,GRAND BOULEVARD,Senior Care Community,62600,1969,1,21,2249399,6282277,,,,136.30000000000001,218.2,140.9,222.4,786,12.5,41.815702010000003,-87.625130200000001,"(41.815702010000003, -87.625130200000001)"
2015,251867,Talcott Fine-CPS,1840 W OHIO ST,60622,WEST TOWN,K-12 School,127371,1895,1,83,2257155,5603181,,,,61.7,101.8,62,102.7,751,5.9,41.892598220000004,-87.673958260000006,"(41.892598220000004, -87.673958260000006)"
2015,100019,Dixon Building,411 415 South Wells Street,60607,LOOP,Office,60000,1908,1,77,2263326,2458764,,,,78.7,161.5,81.599999999999994,164,585,9.800000000000001,41.876425519999998,-87.63335549,"(41.876425519999998, -87.63335549)"
2015,251750,Sandoval Ele-CPS,5534 S ST LOUIS AVE,60629,GAGE PARK,K-12 School,108534,1998,1,91,2271865,2287959,,,,42,87.9,43.8,89.8,578,5.3,41.792479520000001,-87.712326410000003,"(41.792479520000001, -87.712326410000003)"
2015,252042,Edelstone Center,6030 South Ellis Avenue,60637,WOODLAWN,Office,59741,1966,1,46,2273672,,4706473,1101252,,135.30000000000001,232.7,137.6,235.7,827,13.8,41.784889489999998,-87.601495819999997,"(41.784889489999998, -87.601495819999997)"
2015,135716,"Centrum Partners, LLC",225 W. Hubbard St.,60654,NEAR NORTH SIDE,Other,55000,1925,1,,2282662,852100,,,,57,146.6,57,146.6,504,9.199999999999999,41.889943350000003,-87.635299750000001,"(41.889943350000003, -87.635299750000001)"
2015,102451,Abbott,947 E. 58th St.,60637,HYDE PARK,Laboratory,103005,1926,1,,2283413,,8238600,,,102.2,165.8,105.9,170.4,1006,9.800000000000001,41.788157300000002,-87.603210939999997,"(41.788157300000002, -87.603210939999997)"
2015,159421,Lake Meadows 7,400 E. 33rd Street,60616,DOUGLAS,Multifamily Housing,303979,1956,1,18,2290619,44404460,,,,153.6,177,161.5,185.3,2819,9.300000000000001,41.835214069999999,-87.616175040000002,"(41.835214069999999, -87.616175040000002)"
2015,251702,Northwest Mi-CPS,2250 N Latrobe Ave,60639,BELMONT CRAGIN,K-12 School,118211,1920,1,82,2301929,5822272,,,,68.7,112.9,73.2,117.6,772,6.5,41.92185009,-87.757948540000001,"(41.92185009, -87.757948540000001)"
2015,173884,UNO Rogers Park,7416 N Ridge Rd.,60645,WEST RIDGE,K-12 School,204041,1865,1,96,2308986,11715374,,,,68.7,95.8,70.3,97.5,1086,5.3,42.01645164,-87.685002859999997,"(42.01645164, -87.685002859999997)"
2015,251348,Excel-Woodlawn-CPS,7530 S SOUTH SHORE DR,60649,SOUTH SHORE,K-12 School,73930,1975,1,87,2310686,16901,,,,31.5,98.4,32.9,103,465,6.3,41.759614550000002,-87.556801379999996,"(41.759614550000002, -87.556801379999996)"
2015,251910,Chase Elemen-CPS,2021 N Point St,60647,LOGAN SQUARE,K-12 School,84715,1894,1,69,2311492,3074525,,,,63.6,123.8,66.5,127.3,628,7.4,41.918214929999998,-87.694233819999994,"(41.918214929999998, -87.694233819999994)"
2015,173837,Black Ensemble Theater,4450 North Clark Street,60640,UPTOWN,Performing Arts,54219,2011,1,,2322617,701168,,,,55.8,148.1,57.4,150.80000000000001,504,9.300000000000001,41.963217149999998,-87.666599890000001,"(41.963217149999998, -87.666599890000001)"
2015,175995,IL2125ZZ-11 West Quincy,11 W QUINCY COURT,60604,LOOP,Office,120593,1985,1,97,2322986,2249920,,,,37.9,80.099999999999994,39.200000000000003,81.400000000000006,586,4.9,41.878744310000002,-87.630986109999995,"(41.878744310000002, -87.630986109999995)"
2015,252021,CICS Basil,1816 W. Garfield Blvd,60609,NEW CITY,K-12 School,57350,1956,2,71,2336883,1669239,,,,69.900000000000006,158.5,73,163.19999999999999,558,9.699999999999999,41.794164000000002,-87.670066030000001,"(41.794164000000002, -87.670066030000001)"
2015,251535,U Of Chicago-CPS,707 E 37TH ST,60653,OAKLAND,K-12 School,74828,1990,1,26,2338358,5833588,,,,109.2,180,115.5,186.6,780,10.4,41.827481820000003,-87.608309180000006,"(41.827481820000003, -87.608309180000006)"
2015,251358,Irving Park-CPS,3815 N Kedvale Ave,60641,IRVING PARK,K-12 School,50560,1906,1,17,2349684,2547972,,,,96.9,198.8,97.8,199.9,607,12,41.950483329999997,-87.730130220000007,"(41.950483329999997, -87.730130220000007)"
2015,128978,"Woodbridge Nursing Pavilion, Ltd",2242 N. Kedzie Blvd.,60647,LOGAN SQUARE,Senior Care Community,56000,1975,1,51,2351939,7406284,,,,174.3,270.7,178.8,274.2,866,15.5,41.921972859999997,-87.707508110000006,"(41.921972859999997, -87.707508110000006)"
2015,159417,Lake Meadows 8,401 E. 32nd Street,60616,DOUGLAS,Multifamily Housing,303979,1956,1,28,2361244,40819510,,,,142.1,165.4,149.6,173.3,2643,8.699999999999999,41.836395199999998,-87.616197139999997,"(41.836395199999998, -87.616197139999997)"
2015,157975,Lake Meadows 9,501 E. 32nd Street,60616,DOUGLAS,Multifamily Housing,303979,1956,1,29,2368982,40516845,,,,141.1,164.4,148.5,172.2,2628,8.6,41.83569627,-87.612754530000004,"(41.83569627, -87.612754530000004)"
2015,161147,72 E 11th St,72 E 11th St,606051996,LOOP,College/University,69214,1927,1,,2382776,2675537,,,,73.099999999999994,148.69999999999999,76.900000000000006,152.69999999999999,621,9,41.869545469999998,-87.625089110000005,"(41.869545469999998, -87.625089110000005)"
2015,251451,Madero Middl-CPS,3202 W 28th St,60623,SOUTH LAWNDALE,K-12 School,62071,1996,1,18,2391560,3496502,,,,94.9,180.1,98.9,184.3,666,10.7,41.840909000000003,-87.705078,"(41.840909000000003, -87.705078)"
2015,251279,Scientific Games-2727 Roscoe,2727 Roscoe St,60618,AVONDALE,Office,63752,1945,1,76,2394399,1507698,,,,61.2,142.80000000000001,62.8,143.9,561,8.800000000000001,41.942350249999997,-87.696885480000006,"(41.942350249999997, -87.696885480000006)"
2015,251606,Ryerson-CPS,646 N LAWNDALE AVE,60624,HUMBOLDT PARK,K-12 School,114019,1889,1,29,2408179,10389066,,,,112.2,162,120.5,170.7,1036,9.1,41.89330854,-87.719061519999997,"(41.89330854, -87.719061519999997)"
2015,251512,Christopher-CPS,5042 S Artesian Ave,60632,GAGE PARK,K-12 School,76800,1929,1,55,2408982,5298999,,,,100.4,170.9,105.1,176.8,766,10,41.80176591,-87.686070209999997,"(41.80176591, -87.686070209999997)"
2015,175523,222 West Hubbard Street,222 West Hubbard Street,60654,NEAR NORTH SIDE,Office,66095,1905,1,94,2409834,1671903,,,,61.8,141,63.8,143.19999999999999,573,8.699999999999999,41.890220059999997,-87.634884729999996,"(41.890220059999997, -87.634884729999996)"
2015,162083,Rowe Clark Math and Science Academy,3645 W. Chicago,60651,HUMBOLDT PARK,K-12 School,51729,2007,1,23,2426408,436982,,,,55.4,156,56.6,158.30000000000001,510,9.9,41.89522444,-87.718157180000006,"(41.89522444, -87.718157180000006)"
2015,251496,Sumner Math-CPS,4320 W 5TH AVE,60624,WEST GARFIELD PARK,K-12 School,159555,1968,1,66,2428082,7830163,,,,64.3,99.3,68,103.5,904,5.7,41.871033679999996,-87.733490369999998,"(41.871033679999996, -87.733490369999998)"
2015,208356,Cameron Elem-CPS,1234 N Monticello Ave,60651,HUMBOLDT PARK,K-12 School,137334,1897,1,42,2435812,6878005,,,,67.8,108.3,72.900000000000006,114,855,6.2,41.904114409999998,-87.718244870000007,"(41.904114409999998, -87.718244870000007)"
2015,251530,Pasteur Elem-CPS,5825 S Kostner Ave,60629,WEST ELSDON,K-12 School,121425,1927,1,59,2437087,4551934,,,,57.6,102.4,59.7,105.2,731,6,41.786172860000001,-87.73238001,"(41.786172860000001, -87.73238001)"
2015,251437,Spry Communi-CPS,2400 S MARSHALL BLVD,60623,SOUTH LAWNDALE,K-12 School,106010,1889,1,75,2441166,2910343,,,,50.5,101.1,53.1,104.4,645,6.1,41.847633719999997,-87.699816870000006,"(41.847633719999997, -87.699816870000006)"
2015,251521,Mccormick-CPS,2712 S Sawyer Ave,60623,SOUTH LAWNDALE,K-12 School,100260,1905,1,53,2452213,5424585,,,,78.599999999999994,133.6,84.6,140.9,781,7.8,41.842042859999999,-87.706541610000002,"(41.842042859999999, -87.706541610000002)"
2015,251573,Hamline Elem-CPS,4747 S Bishop St,60609,NEW CITY,K-12 School,79511,1898,1,27,2459435,4464059,,,,87.1,156.1,90.8,158.9,731,9.199999999999999,41.807580289999997,-87.660918969999997,"(41.807580289999997, -87.660918969999997)"
2015,251629,Bass Element-CPS,6554 S May St,60621,ENGLEWOOD,K-12 School,85881,1895,1,20,2461845,5747047,,,,95.6,160.30000000000001,102.6,169,800,9.300000000000001,41.774895000000001,-87.653199999999998,"(41.774895000000001, -87.653199999999998)"
2015,173598,The Chicago Theatre,175 N State Street,60601,LOOP,Other - Entertainment/Public Assembly,142000,1921,1,,2478515,3364864,,1237308,,49.9,88.4,51.3,90,,,41.885401199999997,-87.627220719999997,"(41.885401199999997, -87.627220719999997)"
2015,164537,Evangeline Booth Lodge / Family and Community Services,800 W. Lawrence,60640,UPTOWN,Residence Hall/Dormitory,71038,2000,1,57,2488873,5550674,,,,113.2,192.1,116.1,194,795,11.2,41.96940223,-87.650965049999996,"(41.96940223, -87.650965049999996)"
2015,251537,Finkl Elemen-CPS,2332 S Western Ave,60608,LOWER WEST SIDE,K-12 School,71980,1995,1,66,2490383,2798733,,,,73.5,149.5,76.5,152.6,649,9,41.849245549999999,-87.686966260000005,"(41.849245549999999, -87.686966260000005)"
2015,251294,954 W Washington Blvd,954 W Washington Blvd,60607,NEAR WEST SIDE,Office,140000,1889,1,99,2494184,2498939,,,,35.700000000000003,74.7,36.799999999999997,75.3,634,4.5,41.883520879999999,-87.651723039999993,"(41.883520879999999, -87.651723039999993)"
2015,251639,Kilmer Eleme-CPS,6700 N Greenview Ave,60616,ROGERS PARK,K-12 School,106366,1930,1,88,2498080,1451971,,,,37.1,88.1,38.200000000000003,89.2,579,5.4,42.003671070000003,-87.668138900000002,"(42.003671070000003, -87.668138900000002)"
2015,251416,Linne Elemen-CPS,3221 N Sacramento Ave,60618,AVONDALE,K-12 School,105920,1895,1,92,2500680,3920704,,,,60.6,113,63.9,116.4,711,6.7,41.940098859999999,-87.701931070000001,"(41.940098859999999, -87.701931070000001)"
2015,250017,Humboldt Park,1440 North Sacramento,60622,NORTH LAWNDALE,Other - Recreation,57229,1928,1,,2506746,4593224,,,,124.1,221.8,130.6,228.7,748,13.1,41.906756000000001,-87.701357000000002,"(41.906756000000001, -87.701357000000002)"
2015,102368,Bradley Business Center,2500 W Bradley Place,60618,NORTH CENTER,Mixed Use Property,350000,1956,1,91,2508762,13630348,,,,46.1,63.4,46.1,63.4,1228,3.5,41.950305190000002,-87.692525459999999,"(41.950305190000002, -87.692525459999999)"
2015,251364,LozanoBiling-CPS,1424 N Cleaver St,60622,WEST TOWN,K-12 School,63861,1906,1,20,2509157,3738981,,,,97.8,184.8,103.4,190.7,703,11,41.907503419999998,-87.66397662,"(41.907503419999998, -87.66397662)"
2015,234885,3033 Sheridan Tower Condominium Association,3033 N. Sheridan Road,60657,LAKE VIEW,Multifamily Housing,278604,1968,1,100,2519687,7683406,,,,36.6,57.4,38.4,59.2,914,3.3,41.93740992,-87.639076930000002,"(41.93740992, -87.639076930000002)"
2015,160242,Chatham Park Village,737 E 83rd Place,60619,CHATHAM,Multifamily Housing,461300,1962,64,69,2524543,43802899,,,,100.4,116.9,106.5,123.6,2834,6.1,41.743538999999998,-87.606030000000004,"(41.743538999999998, -87.606030000000004)"
2015,251518,Pulaski Fine-CPS,2230 W MCLEAN AVE,60647,LOGAN SQUARE,K-12 School,103904,1949,1,83,2526529,3239494,,,,55.5,109.1,59.3,114.9,680,6.5,41.918786070000003,-87.683779090000002,"(41.918786070000003, -87.683779090000002)"
2015,241168,3900 Lake Shore Drive Condominium Association,3900 N Lake Shore Drive,60613,LAKE VIEW,Multifamily Housing,261137,1959,1,62,2536160,23609955,,,,100.1,125.4,106.2,131.80000000000001,1764,6.8,41.953235620000001,-87.645548700000006,"(41.953235620000001, -87.645548700000006)"
