Portfolio Manager ID,Property Name,Postal Code,Primary Property Type - EPA Calculated,Property Floor Area (Buildings and Parking) (ftÂ²),Year Built,Number of Buildings,Philadelphia Building ID,Electricity Use - Grid Purchase and Generated from Onsite Renewable Systems (kBtu),Natural Gas Use (kBtu),Fuel Oil #2 Use (kBtu),District Steam Use (kBtu),ENERGY STAR Score,Site EUI (kBtu/ftÂ²),Source EUI (kBtu/ftÂ²),Water Use (All Water Sources) (kgal),Total GHG Emissions (MtCO2e),Notes,Location 1
3894029,Saint Pauls Church,19118,Worship Facility,59600,1928,1,775110000,407576.7,"2,924,259.70",Not Available,Not Available,74,55.9,73,222,209.9,,"22 East Chestnuthill Avenue
(40.079259, -75.209383)"
3637500,Club Quarters Hotel,19103,Hotel,255000,1927,1,883704900,7855355.5,Not Available,Not Available,"2,996.90",94,30.8,96.7,6829,1051.8,,"1628 Chestnut Street
(37.491866, -122.251616)"
4129577,Mariana Braceti Academy Charter School,19124,K-12 School,141785,1928,1,777210000,4826806.3,"3,454,682.50",Not Available,Not Available,41,58.4,132.5,249.8,829.6,,"3900 Jasper St
(40.0049, -75.094553)"
3898799,Hilton Home2 Hotel,19107,Hotel,151000,2013,0,883705215,6774683,"5,276,212.00",Not Available,Not Available,70,79.6,177.2,4537.9,1187.1,,"1200 Arch St
(40.788373, -76.571181)"
3698001,Northeast Water Pollution Control Plant,19137,Wastewater Treatment Plant,240000,1944,20,884463045,40219837.1,"118,610,589.30","2,307,599.90",Not Available,100,671.4,1054.8,50954.3,11855.3,,"3899 Richmond St
(39.991432, -75.084998)"
4084040,"Urban Outfitters, Inc. - Building #010",19112,Office,57081,1903,1,788008310,7485672.1,"1,921,980.10",Not Available,Not Available,3,170.9,463.7,699.4,1104.2,,"5000 S Broad Street
(40.171893, -74.663852)"
3891212,Community Academy of Philadelphia,19124,K-12 School,118000,1958,1,777575905,3529400.1,"1,551,141.00",Not Available,Not Available,76,43.1,107.7,134.9,554.9,,"1100 East Erie Avenue
(41.474086, -82.163193)"
4392783,Cobbs Creek Rec Center & Ice Rink,19139,Ice/Curling Rink,66000,1904,1,783097300,4056172,"1,183,432.50",Not Available,Not Available,Not Available,79.4,211.8,203.5,605.8,,"280 Cobbs Creek Pky
(39.957264, -75.247888)"
3894669,2000 Market Street,19103,Office,661669,1972,1,883320500,37149548.9,"20,061.50",Not Available,"46,090,405.30",48,125.5,259.3,206.5,8034.4,,"2000 Market Street
(34.002093, -117.375916)"
3633517,United Refrigeration Inc. Headquarters,19154,Distribution Center,121508,1960,1,884267500,8838960,"2,678,668.00",Not Available,Not Available,11,94.8,251.6,564.9,1325.5,"United expanded there head quarters by converting 18,000 sq ft of warehouse to condition office space. providing offices for 150 additional employees starting January 1, 2015 . Thus we were not able too meet our energy reduction to our baseline.","11401 Roosevelt Blvd.
(40.098362, -75.010381)"
3760930,St. Christophers Hospital for Children,19134,Hospital (General Medical & Surgical),1043572,1989,1,777010000,63788158.9,"51,603,265.40","431,361.30",Not Available,88,148.8,327.5,42113.2,11312,,"Erie Avenue at Front St.
(28.041427, -81.991798)"
3330902,Cramp,19140,K-12 School,80088,1970,1,786211400,5430491.4,"219,640.80",Not Available,Not Available,12,70.5,215.8,576.2,738.6,,"3449 N MASHER ST
(40.002795, -75.130393)"
3582095,1435 Walnut St. (Drexel Building),19102,Office,56588,1908,1,883038000,4138957.3,"803,587.70",Not Available,Not Available,Not Available,87.3,244.6,1495.5,596.7,,"1435 Walnut St.
(41.811437, -87.910372)"
3632497,Thompson Building,19107,Hospital (General Medical & Surgical),171219,1925,1,771020000,11655371.5,"185,603.40",Not Available,"15,512,448.30",97,159.8,323.9,Not Available,2600.1,,"1020 Sansom Street
(39.949372, -75.15826)"
3696770,Science and Technology Center (STC),19104,College/University,78000,2007,1,773502090,6330897.8,"4,083.50",Not Available,Not Available,Not Available,81.2,254.9,2177.1,847.7,,"4320 Woodland Ave
(41.587957, -93.677126)"
3608777,4700 Wissahickon Ave.,19144,Non-Refrigerated Warehouse,676000,1929,1,884132005,15717077.7,"37,646,394.00",Not Available,Not Available,57,78.9,131.5,5855.8,4103.6,,"4700 Wissahickon Ave.
(40.017152, -75.171809)"
3960550,New Foundations Charter High School,19136,K-12 School,50000,2012,1,884253450,3803666.9,"898,489.90",Not Available,Not Available,19,68.2,186.8,359.6,556.9,,"4850 Rhawn Street
(40.033751, -75.024163)"
3330943,Frankford HS,19124,K-12 School,313765,1916,1,786407400,5407474.1,"21,412,845.80",Not Available,Not Available,77,85.5,125.8,7047.7,1861.2,,"5000 OXFORD AVE
(44.913048, -93.36013)"
3662883,Penn Tower,19104,Office,342000,1972,1,773512000,27138079,Not Available,Not Available,"13,538,084.10",Not Available,141.7,353.7,12438,4531.8,,"1 Convention Avenue
(39.948674, -75.192904)"
3667832,Orthodox Facility,19124,Manufacturing/Industrial Plant,114000,1960,1,884091500,24855669.4,"28,705,800.10",Not Available,Not Available,Not Available,469.8,949,417.6,4852,,"1100 Orthodox Street
(40.018632, -75.092695)"
3893742,Shop Rite Oxford Ave.,19111,Supermarket/Grocery Store,63342,1996,1,882842425,11780888.8,"5,704,705.10",Not Available,Not Available,22,276.1,678.6,1598.4,1880.1,,"6301 Oxford Ave
(40.044781, -75.088696)"
3813588,Kirkbride Center,19139,Other,390125,1889,6,883081705,17651122.2,"4,534,920.00",Not Available,Not Available,Not Available,56.9,154.3,11199.1,2603.7,,"111 N. 49th St.
(47.664306, -122.356562)"
3330726,West Philadelphia (New),19139,K-12 School,170013,2011,1,783094900,6044003.2,"5,072,558.80",Not Available,Not Available,36,65.4,143,1135.9,1078.5,,"4901 Chestnut St
(29.922355, -90.107998)"
3330921,Emlen,19119,K-12 School,74500,1926,1,784061400,1239496.7,"13,389,824.30",Not Available,Not Available,2,196.4,241,2576.4,877.1,,"6501 CHEW AVE
(40.053854, -75.178437)"
3952315,WHY Building,19106,Office,80000,1915,1,883057103,4113179.6,"226,253.50",Not Available,Not Available,67,54.2,164.4,2447.6,562.6,,"1425 Arch Street
(37.881656, -122.26492)"
3983809,Alter Hall,19122,College/University,217526,2000,1,777509000,7365624.3,Not Available,Not Available,"9,738,168.30",Not Available,119,200.5,2982.4,2095.2,,"1801 Liacouras Walk
(39.980175, -75.156222)"
3885150,DUMed-1427 Vine Street Building,19102,College/University,77304,1940,1,772028000,5448851.4,"1,904,719.60",Not Available,Not Available,Not Available,95.1,247.2,1612.5,830.6,,"1427 Vine Street
(42.501522, -92.30862)"
3681375,Pepsi Bottling Group,19154,Manufacturing/Industrial Plant,228920,1969,2,884269000,34817719.9,"239,129,291.90",Not Available,Not Available,Not Available,1196.7,1574.4,72245.4,17362.2,,"11701 Roosevelt Blvd
(27.876113, -82.655043)"
3330822,McCall,19106,K-12 School,68076,1909,1,781518600,1192853.6,"3,505,237.70",Not Available,Not Available,59,69,109.1,477.7,345.9,,"325 SOUTH 7TH ST
(33.430897, -112.341443)"
3619999,Fresh Grocer,19138,Supermarket/Grocery Store,50000,2009,1,122226915,8645547.4,"6,310,023.10",Not Available,Not Available,28,299.1,675.5,2203.2,1492.5,,"5301 Chew Avenue
(40.041702, -75.158706)"
1182097,1192-Nortech,19116,Other,124190,1990,1,883033800,59097955.4,Not Available,Not Available,Not Available,Not Available,475.9,1494.2,6087.3,7911.2,,"2000 Kubach Rd.
(40.116025, -74.999199)"
3766953,Church of God Non Sectarian,19139,Worship Facility,86052,1910,1,774182000,44979.2,"197,514.30",Not Available,Not Available,100,2.8,4.1,126.8,16.5,,"5101 Haverford Ave
(39.845809, -86.136797)"
3330857,Heston,19131,K-12 School,81640,1971,1,783257800,2220425.9,"3,665,676.50",Not Available,Not Available,35,72.1,132.5,1861.8,491.9,,"1621 N 54TH ST
(41.274975, -95.997444)"
3979389,GITTIS STUDENT CENTER,19122,College/University,220700,2000,1,777569000,5787441.2,"140,117.90",Not Available,"9,163,782.70",Not Available,105.1,169.6,2532.4,1817.2,,"1755 N. 13TH
(35.395998, -94.4066)"
3667834,Dungan Facility,19111,Manufacturing/Industrial Plant,185000,1960,1,884221500,10726492.1,"9,651,514.10",Not Available,Not Available,Not Available,110.2,236.8,2299.5,1948.5,,"7722 Dungan Road
(40.063962, -75.072151)"
2384734,15683-HI Philadelphia Hist Dist-DJONT2,19106,Hotel,333688,1970,1,883711100,11778667.6,"9,269,877.30",Not Available,Not Available,67,88.2,195.7,9.7,2069.1,,"400 Arch Street
(37.718109, -122.467177)"
3330870,Kelley William,19121,K-12 School,72000,1966,1,784611000,1198903.8,"2,844,498.40",Not Available,Not Available,18,56.2,93.8,530.2,311.6,,"1601 N. 28TH ST
(43.634984, -116.223354)"
3330813,Masterman,19130,K-12 School,105000,1933,1,782513600,1530773,"271,202.80",Not Available,"7,818,970.70",46,91.6,138.1,614.8,738.5,,"1699 SPRING GARDEN ST
(39.963111, -75.166269)"
3694560,Please Touch Museum at Memorial Hall,19131,Museum,156000,1876,1,0,11064409.7,"7,397,327.30",Not Available,Not Available,Not Available,118.3,272.5,2514.9,1874.1,,"4231 Avenue of the Republic
(39.978649, -75.209687)"
3501878,287-West Philadelphia,19131,Manufacturing/Industrial Plant,57471,2009,1,884897402,4923761.7,"20,823,400.00",Not Available,Not Available,Not Available,448,649.5,17213,1765.2,,"4700 West Jefferson Street
(33.380652, -104.592817)"
3663692,0981-Philadelphia - Oxford Ave.,19111,Non-Refrigerated Warehouse,62835,2009,1,884220920,448432.3,Not Available,Not Available,Not Available,82,7.1,22.4,4,60,,"6204 Oxford Ave
(40.041444, -75.088279)"
3882112,Quartermaster,19145,Office,196375,1941,1,884095052,5454406.1,Not Available,Not Available,Not Available,Not Available,90.9,285.4,8882.4,730.2,,"2800 S. 20th St
(39.138358, -96.614769)"
3589870,Lea,19124,K-12 School,70000,1914,1,783705200,1100637.8,"2,096,406.20",Not Available,Not Available,22,100.7,136.3,2410.5,544.3,,"4700 LOCUST ST
(38.624367, -85.633568)"
3493360,Allen Ethel,19132,K-12 School,83197,1971,1,784224400,3065682,"4,121,039.10",Not Available,Not Available,14,86.4,167.7,1446.9,629.3,,"3200 WEST LEHIGH AVE
(39.997707, -75.183637)"
3815208,Barratt (New Childs),19146,K-12 School,134000,1928,1,782673800,2405496.5,"14,865,658.10",Not Available,Not Available,9,128.9,172.9,2985.2,1111.6,,"1599 WHARTON ST
(39.934563, -75.170808)"
3783041,"National Chemical Laboratories, Inc.",19123,Manufacturing/Industrial Plant,365000,1949,1,884031400,2742359.9,Not Available,Not Available,"8,072,807.20",Not Available,29.6,50.2,5216.3,903.1,,"401 N 10th Street
(35.388142, -94.418293)"
3856406,Hallahan High School,19103,K-12 School,101640,1911,1,772283000,1558059.1,"6,010,944.00",Not Available,Not Available,79,74.5,110.2,1450.8,527.8,,"311 N. 19th Street
(30.673412, -81.444218)"
3642359,American Box & Recycling Co.,19140,Distribution Center,211489,1913,2,884822730,868342.4,"663,141.10",Not Available,Not Available,Not Available,7.2,16.2,198.8,151.5,,"3900 North 10th Street
(32.460902, -99.772033)"
3983810,WACHMAN HALL,19122,College/University,130655,2000,1,777509000,8070495.7,"3,270.30",Not Available,"8,322,311.30",Not Available,194.4,339.5,8430.6,2107.5,,"1819 N. BROAD ST.
(29.982984, -90.072166)"
3498651,Bluford,19131,K-12 School,99926,1909,1,783318200,2919691,"159,429.60","3,387,742.20",Not Available,5,82.6,163,538.6,650.7,,"5720 MEDIA ST
(39.97479, -75.236137)"
3893447,Smylie Times Building - 2607 Rhawn St,19152,Office,54666,1973,1,883090500,7580931.7,Not Available,Not Available,Not Available,Not Available,138.7,435.4,2085.9,1014.8,,"2607 Rhawn St
(40.055966, -75.045423)"
3783002,Garage - Broad St,19132,K-12 School,128600,1980,1,785053000,1325665.4,"9,927,494.40",Not Available,Not Available,67,87.5,113.4,285.1,704.8,,"2600 N. Broad St.
(39.992696, -75.154828)"
3330817,Bregy,19145,K-12 School,66000,1923,1,782008600,881290.3,"4,762,784.60",Not Available,Not Available,54,85.5,117.7,373.2,370.9,,"1700 BIGLER ST
(39.914839, -75.176521)"
3696988,3930 Chestnut St.,19104,Office,67084,1966,1,773687010,4796944.4,"6,990,572.00",Not Available,Not Available,7,175.7,333.9,1977.1,1013.4,,"3930 Chestnut St
(29.923224, -90.096465)"
3267049,Health Administration Building,19146,Office,77688,1959,1,782026200,8137838.4,"2,777,835.70",Not Available,Not Available,19,140.5,366.5,2768,1236.9,,"500 S Broad St
(30.677142, -88.054199)"
4478915,Saint Josephs Prep,19130,K-12 School,395507,1851,1,772510500,12056025.6,"13,903,123.90",Not Available,Not Available,75,65.6,132.6,3157.6,2352.3,,"1733 West Girard Ave
(39.65536, -105.009245)"
3966890,ShopRite of Fox Street,19129,Supermarket/Grocery Store,71686,2013,1,882066190,12049925,"10,612,445.80",Not Available,Not Available,80,316.1,683.3,Not Available,2176.7,,"2800 Fox Street
(39.32118, -76.622204)"
3959812,2239 West Montgomery Ave,19121,K-12 School,57200,1918,1,772176000,835548.3,"219,292.60",Not Available,Not Available,100,18.4,49.9,1265.2,123.5,,"2239 West Montgomery Ave
(39.982071, -75.171872)"
3600823,Wilson W,19111,K-12 School,139500,1928,1,786082400,1621181.4,"494,691.50","2,277,276.00",Not Available,96,31.5,56.7,533.4,412.3,,"1800 COTTMAN AVE
(40.053284, -75.06973)"
4126295,Allen Ethan,19149,K-12 School,66482,1929,1,786461400,1074387.3,"5,193,158.30",Not Available,Not Available,29,94.3,132.8,633.9,419.7,,"3001 ROBBINS AVE
(40.028989, -75.062016)"
3698449,Baxter Water Treatment Plant,19136,Drinking Water Treatment & Distribution,232000,1959,5,786071000,13341643.3,"21,461,743.00",Not Available,Not Available,Not Available,150,277.7,692509.1,2925.9,,"9001 State Road
(42.784455, -84.381373)"
3668236,"M. Levin and Company, Inc.",19148,Refrigerated Warehouse,83150,1959,1,884143500,4801635.9,"668,585.90",Not Available,Not Available,52,65.8,189.8,141.6,678.3,,"326 Pattison Avenue
(39.903103, -75.155733)"
3512104,GLC 14340/3429 N 17TH ST/PHILADELPHIA/PA,19140,Office,60607,1905,1,776615005,5843282,Not Available,"177,808.80",Not Available,9,99.3,305.7,72,795.4,,"3429 N 17TH ST
(40.006178, -75.156843)"
3330768,Frank,19115,K-12 School,74500,1961,1,786309400,1229103.7,"3,641,040.40",Not Available,Not Available,80,65.4,103.1,866.9,357.9,,"2000 BOWLER ST
(40.088394, -75.028069)"
3883823,"Ocean Desert Sales, Inc.",19106,Distribution Center,377829,1928,1,884177600,2354104.6,-,Not Available,Not Available,94,6.2,19.6,293.8,315.1,,"5400 Tulip Street
(40.012519, -75.068853)"
3800031,25765-Philadelphia/Castor Ave OC,19134,Non-Refrigerated Warehouse,104450,2000,1,884193500,1021665.4,"1,659,299.90",Not Available,Not Available,91,25.7,47.4,672,224.9,,"2345 Castor
(38.771373, -85.370598)"
2343414,9382,19136,Retail Store,79854,1999,1,882069010,3918944.7,"23,400.00",Not Available,Not Available,63,49.4,154.4,230,525.9,,"8800 Frankford Avenue
(40.0492, -75.011886)"
3891004,Delaware Valley Veterans Home,19154,Senior Care Community,124236,1975,1,881449800,9222489.3,"10,882,358.20",Not Available,Not Available,1,161.8,325.1,4211,1812.6,,"2701 Southampton Road
(33.157715, -117.307899)"
3589772,Pennypacker,19146,K-12 School,173000,1930,1,784472600,918024.2,"4,911,894.60","597,540.20",Not Available,88,37.2,50,657.7,428.1,,"1858 E WASHINGTON LANE
(40.065487, -75.15973)"
3639777,The Arc of Philadelphia,19140,Other,70000,1940,1,776545000,4798.3,"3,925,609.90",Not Available,Not Available,Not Available,56.1,59.1,814.9,209.2,,"2350 W Westmoreland Street
(40.005073, -75.167037)"
1619606,The Wanamaker Building,19107,Office,1706638,1902,1,882497505,69841115.1,"901,701.80",Not Available,"27,913,970.60",80,71,182.6,22724,11250.7,,"100 Penn Square East
(39.953786, -75.162147)"
4054368,Hotel Monaco Philadelphia,19106,Hotel,194128,1907,1,883009700,13266627.1,"15,548,801.90",Not Available,Not Available,10,148.4,298.7,9743,2601.8,,"433 Chestnut Street
(34.021695, -85.261698)"
3330964,Sullivan,19124,K-12 School,65000,1929,1,786112400,1051334.8,"110,913.70","5,225,783.70",Not Available,54,98.3,133.8,664.3,534.4,,"5300 DITMAN ST
(40.015393, -75.066625)"
3673605,ez storage,19136,Self-Storage Facility,85350,2006,5,884256025,4364231.2,"99,244.00",Not Available,Not Available,Not Available,52.3,161.8,372.1,589.5,,"7245 state road
(42.684745, -78.774028)"
3681795,Center for Business & Industry,19130,College/University,177480,2003,1,772535700,4711289.6,"972,576.30",Not Available,Not Available,Not Available,32,89.1,764.7,682.3,,"1751 Callowhill St
(39.960353, -75.168004)"
3668376,David Michael and Co Inc,19154,Manufacturing/Industrial Plant,106420,1970,1,884279500,10429716.3,"26,168,685.30",Not Available,Not Available,Not Available,343.9,565.9,5389.1,2786.1,,"10801 Decatur Rd.
(40.089999, -74.994955)"
3800038,29145-Philadelphia / Wheatsheaf Lane,19137,Non-Refrigerated Warehouse,67600,2000,1,884204500,462073.5,"846,100.00",Not Available,Not Available,96,19.4,34.6,11,106.8,,"2190 Wheatsheaf Lane
(39.999938, -75.091718)"
4193921,Mercy Vocational High School,19129,K-12 School,61320,1910,1,775069000,1126166.8,"4,853,411.30",Not Available,Not Available,60,129.6,173.1,338.4,554.4,,"2900 W Hunting Park Ave
(40.00669, -75.175441)"
3878427,Serous Hasani,19153,Non-Refrigerated Warehouse,164173,1980,1,884165000,2456604.9,"2,361,813.00",Not Available,Not Available,79,29.3,62.1,4.3,454.3,,"7575 Brewster Ave
(39.903521, -75.231576)"
3330753,Ziegler,19149,K-12 School,21149,1956,1,786076410,1574232.3,"2,541,226.80",Not Available,Not Available,70,69.7,129,789.3,345.7,,"5935 SAUL ST
(40.030266, -75.07558)"
3773979,West Catholic,19139,K-12 School,156425,1926,3,774569000,1993639.8,"7,049,591.60",Not Available,Not Available,88,57.8,87.3,725.1,641.3,,"4501 Chestnut St.
(27.958713, -82.520236)"
3858202,Immaculate Heart of Mary,19128,Worship Facility,58982,1950,3,775094000,1041992.7,"811,121.40","2,268,802.70",Not Available,Not Available,69.9,108.8,1041.6,350.9,,"819 E Cathedral Road
(40.065122, -75.233502)"
3965683,JONES HALL,19140,Medical Office,103361,2000,1,777557000,8123245.2,Not Available,Not Available,"13,577,272.40",47,209.9,404.8,1889.4,1988.9,,"1316 W ONTARIO ST
(32.233609, -110.992831)"
2705476,Callowhill Depot,19151,Other - Public Services,213000,1913,1,884340559,9373166.6,"26,775,551.80",Not Available,Not Available,Not Available,169.7,270.2,5011.2,2676.9,,"5900 Callowhill Street
(40.477208, -79.91895)"
4056370,12th && Sansom,19107,Parking,78000,1960,1,883403000,1067429.5,Not Available,Not Available,Not Available,Not Available,533.7,1675.9,244.6,142.9,,"123 s 12th st
(34.354354, -119.055515)"
3634931,Orleans Technical Institute,19114,Vocational School,85378,2007,1,786462480,5232929.8,"2,064,588.50",Not Available,Not Available,Not Available,85.5,217.8,318.5,810.2,,"2770 Red Lion Road
(40.091211, -75.011021)"
1799464,4015 Walnut Street,19104,Non-Refrigerated Warehouse,63316,1925,1,773579000,1661649.5,"2,592,085.30",Not Available,Not Available,Not Available,67.2,125.4,823.7,360.1,,"4015 Walnut Street
(37.784278, -122.20503)"
3788641,FORMAN MILLS 113,19134,Retail Store,53668,1988,1,882125501,3299469.5,Not Available,Not Available,Not Available,42,61.5,193,327.3,441.7,,"3500 ARAMINGO AVE
(39.992191, -75.099301)"
3628711,Philadelphia Opportunities Industrialization Center,19121,Office,100000,1920,1,771637000,3357423,"1,277,364.50",Not Available,Not Available,73,51.5,132,934.8,517.3,,"1239 N. Broad St.
(31.210119, -85.30336)"
3417370,2401 Walnut,19103,Office,163836,1925,1,883039105,7115712.4,Not Available,Not Available,Not Available,89,43.4,136.4,1231.5,952.5,,"2401 Walnut Street
(42.395927, -87.842724)"
3080640,Rittenhouse Claridge,19103,Multifamily Housing,447813,1951,1,881027000,13025944.6,"20,794,216.80",Not Available,Not Available,46,78.9,146.3,16159.5,2848.2,,"201 S. 18th St.
(34.010658, -118.12091)"
2555977,1600 Callowhill,19130,Office,103483,1920,1,883065100,5827416.2,Not Available,Not Available,Not Available,30,65.7,206.3,1322.2,780.1,,"1600 Callowhill Street
(39.960015, -75.165288)"
3980267,BOYER PKG GAR on Tioga Street,19140,Parking,188099,1970,1,777532901,3848736,Not Available,"128,127.00",Not Available,Not Available,21.1,64.9,6.7,524.7,,"3501 N BROAD ST
(41.4625, -96.497487)"
1782595,Sansom Common,19104,Hotel,259330,1997,1,773566000,21755048.5,Not Available,Not Available,"35,518,192.80",2,343.4,550.7,14739.2,6945.2,,"3600 Walnut Street
(37.888484, -122.124164)"
3330784,Catherine,19142,K-12 School,57500,1937,1,783094200,766591.1,"4,241,704.90",Not Available,Not Available,69,87.1,119.3,419.5,327.9,,"6600 CHESTER AVE
(41.7702, -87.856849)"
3951369,JM Auto Spot,19137,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",48000,1910,5,884201375,57288.2,Not Available,Not Available,Not Available,Not Available,1.2,3.7,Not Available,7.7,,"3711 Sepviva Street
(39.997694, -75.096706)"
3774261,100 N. 20th Street,19106,Office,88700,1981,1,883066000,4565515.3,"646,906.70",Not Available,Not Available,86,58.8,169.3,988.1,645.5,,"100 North 20th Street
(39.831058, -84.875221)"
3281349,HOC-House of Corrections Complex,19136,Other,830754,1927,5,881449900,22286685.8,"79,341,005.70","651,097.80",Not Available,Not Available,123.1,185.3,37948.9,7245.9,,"8001 State Rd
(38.683614, -90.330029)"
4082877,1200 E. Erie Avenue,19124,Other,193124,1925,1,884110000,2432146.6,"3,593,872.90",Not Available,Not Available,Not Available,31.2,59.1,2211.5,516.5,,"1200 E. Erie Avenue
(40.005545, -75.105041)"
3971353,Magee Rehabilitation Hospital,19102,Other - Specialty Hospital,146912,1981,1,772046000,11545989.6,"5,717,675.70",Not Available,Not Available,Not Available,117.5,287.6,7091.3,1849.3,,"1513 Race St
(39.271977, -76.616754)"
3330814,Furness HS,19148,K-12 School,145000,1914,1,781458200,1885489.6,"15,627,463.00",Not Available,Not Available,44,120.8,154,1602.9,1082.5,,"1900 S 3RD ST
(39.445937, -87.413753)"
2867268,Penn Presbyterian Medical Center,19104,Hospital (General Medical & Surgical),959580,1922,10,774002001,86492221,"77,128,809.60",Not Available,"8,277,760.00",54,200,421.8,42762.9,16224.7,,"51 North 39th St
(29.953177, -85.423626)"
4319458,City Hall,19102,Office,659185,1900,1,782273400,19669818.3,"39,852,926.10","138,000.00",Not Available,82,90.5,157.4,4841,4760.1,,"1400 Market St
(37.776179, -122.417969)"
3788376,HMS SCHOOL,19104,Other - Education,80000,1885,1,773594600,2407928.6,"4,507,152.70",Not Available,Not Available,Not Available,86.4,153.7,3024.5,561.7,,"4400 Baltimore ave
(38.942165, -76.941646)"
3879942,Mandeville Hall (MV),19131,College/University,89373,1997,1,774502000,5381645.2,"3,527,593.20",Not Available,Not Available,Not Available,99.7,230.5,720.4,907.8,,"5600 City Avenue
(39.99474, -75.240285)"
1211433,ACE Philadelphia,19106,Office,350577,1925,1,883300400,16063054.5,"5,794,197.60",Not Available,Not Available,84,64.9,167.9,3766.2,2458,,"436 Walnut Street
(39.434506, -123.801353)"
3736468,Novick Brothers Corp.,19148,Distribution Center,63229,1962,1,884154000,3666576.1,"285,318.90",Not Available,Not Available,35,62.5,186.8,240,506,,"3660 S Lawrence St.
(39.901479, -75.158872)"
3330799,Rhoads J,19139,K-12 School,70000,1960,1,783394400,1068821.3,"207,058.60","5,389,727.90",Not Available,8,95.2,128.8,985.7,554,,"4901 PARRISH ST
(39.967278, -75.218651)"
3892836,2191 Hornig Rd,19116,Office,64638,1950,1,884233835,677597.6,"100,266.70",Not Available,Not Available,100,12,34.5,50.7,96,,"2191 Hornig Rd
(40.113569, -74.996499)"
3638043,The Philadelphia Design Building,19103,Office,99556,1910,1,883036500,16241683,"656,195.40",Not Available,Not Available,2,171.4,524.2,347.8,2209.1,"Building contains data center, which is not properly represented in benchmarking data. Working on a resolution.","2300 Chestnut Street
(32.367101, -86.279778)"
3666158,Franklin Towne Charter High School,19137,K-12 School,143673,1940,3,882938550,10881509.5,"849,828.80",Not Available,Not Available,2,81.7,244,558145.8,1501.8,,"5301 Tacony St
(40.008802, -75.067512)"
3619986,1608 Walnut Street Associates LP,19103,Office,161685,1925,1,883332160,10089754.9,"3,062,466.40",Not Available,Not Available,81,64.2,170.2,5048.5,1513.3,,"1608 Walnut Street
(37.878222, -122.267944)"
3859497,Stella Maris Church and School,19148,K-12 School,69630,1954,2,771251500,1100165.3,"3,053,872.20",Not Available,Not Available,58,59.7,95.7,504.8,309.5,,"2901 S 10th Street
(39.435561, -87.402298)"
3330969,Rowen,19126,K-12 School,56400,1938,1,784552600,806180.9,"178,403.80","3,940,037.90",Not Available,59,87.3,118.8,3278.2,409.8,,"6841 NORTH 19TH ST
(40.059717, -75.148583)"
3875830,Center One,19115,Ambulatory Surgical Center,79485,1980,1,778025205,7350993.6,Not Available,Not Available,Not Available,Not Available,92.5,290.4,1473.3,984,,"9880 Bustleton Ave
(40.095704, -75.030587)"
3707270,DUTTON ROAD ASSOC.,19154,Other,96000,1975,1,884282500,1124110,"1,960,217.30",Not Available,Not Available,Not Available,32.1,58.2,801.4,254.6,,"10901 DUTTON ROAD
(40.089078, -74.990098)"
3950687,Gimme Shelter LLC,19124,Other,51829,1920,1,884639700,297561.9,"1,293,354.50",Not Available,Not Available,Not Available,30.7,44.2,963.8,108.5,,"2127 Gillingham St
(40.009442, -75.08019)"
1485534,154-TWO LOGAN SQUARE,19103,Office,808040,1988,1,883061805,77558956.8,Not Available,Not Available,Not Available,72,96,301.4,15345.7,10382.5,,"100 NORTH 18TH STREET
(30.722343, -86.124504)"
3891490,Pier 38 South/40 South,19148,Non-Refrigerated Warehouse,715000,1930,2,884018736,1043526.1,"2,761,740.00",Not Available,Not Available,Not Available,5.3,8.6,1231.6,286.4,,"801 S. Columbus Blvd
(32.210567, -110.900868)"
3697956,Southwest Water Pollution Control Plant,19153,Wastewater Treatment Plant,220000,1975,12,783131000,207877055.4,Not Available,Not Available,Not Available,94,944.9,2967,417652.3,27827.6,,"8200 Enterprise Ave
(39.886162, -75.218212)"
3673727,Walmart Supercenter #01-2141,19148,Wholesale Club/Supercenter,149398,1995,1,882055181,11409837.2,"4,248,858.70",Not Available,Not Available,77,104.8,269.7,2004.7,1753.1,,"1675 S. Christopher Columbus Blvd.
(39.926421, -75.14473)"
3927653,Barnes Foundation,19130,Museum,98388,2012,1,782425810,10439498.5,"9,664.30",Not Available,"6,084,154.40",Not Available,168,400.4,4977.8,1756.9,,"2025 Benjamin Franklin Parkway
(39.960088, -75.172998)"
3330869,Gideon,19121,K-12 School,67000,1952,1,784168800,867132.8,"378,817.90","3,948,042.30",Not Available,67,77.5,106.1,1213.8,429.2,,"2817 W GLENWOOD AVE
(41.529321, -88.151571)"
3721208,National Liberty Museum,19106,Museum,84410,1905,1,771737000,1088205.9,"912,892.50",Not Available,Not Available,Not Available,23.7,51.8,111.3,194.2,,"321 Chestnut Street
(34.860524, -92.111701)"
3959249,Somerton Center Nursing Home,19116,Senior Care Community,250000,1935,1,881436010,4863922,"2,973,050.00",Not Available,Not Available,90,31.3,73.6,7263.6,809,,"650 Edison ave.
(40.129588, -75.009653)"
3356674,Widener,19141,K-12 School,84135,1953,1,785056600,4983700.3,"10,044,166.90","2,385,330.10",Not Available,1,207,340,1440.9,1377.7,,"1450 WEST OLNEY AVE
(40.03906, -75.146058)"
